1, , True, 1595271644892, R2D1, btn_1_2_c, -0.3655745, 0.3752371, 0.03332655, -0.3655277, 0.3610169, 0.03111698, -0.3651924, 0.3680081, 0.0327175, -0.368941, 0.3741983, 0.03407203, 19.50772, -70.21917, -9.761741, 32.78467, -17.35216, 5.087357, -71.27128, -5.961568, 233.7095, 72.12182, -51.75236, 61.00073, 0, 0, 0, 1, 0.0136, 0.0136, 0.004000001, 0.9348382, 0.2884873, -0.2070094, 0.016, 0.016, 0.016, -0.3638959, 0.3674603, 0.03416526, 0.265305, -0.9549808, -0.1327597, 0.4428716, -0.2359894, 0.06918806, -0.9692895, -0.04107734, 0.9348382, 0.2884873, -0.2070094, 0.2565029, 0, 0, 0, 1,
1, , True, 1595271648054, R2D1, btn_1_1_c, -0.3655745, 0.3752371, 0.03332655, -0.3636352, 0.3601808, 0.04091338, -0.3651753, 0.3677218, 0.03481117, -0.3694084, 0.374054, 0.03417553, 19.50772, -70.21917, -9.761741, 32.78467, -17.35216, 5.087357, -71.27128, -5.226274, 233.7095, 72.12182, -51.75236, 61.12573, 0, 0, 0, 1, 0.0136, 0.0136, 0.004000001, 0.9348382, 0.2884873, -0.2070094, 0.016, 0.016, 0.016, -0.3638959, 0.3674603, 0.03416526, 0.265305, -0.9549808, -0.1327597, 0.4428716, -0.2359894, 0.06918806, -0.9692895, -0.04107734, 0.9348382, 0.2884873, -0.2070094, 0.2565029, 0, 0, 0, 1,
1, , True, 1595271651551, R2D2, btn_2_2_c, -0.3603168, 0.3717537, 0.01718194, -0.361423, 0.3606552, 0.01570981, -0.3626294, 0.3676565, 0.0170868, -0.3655929, 0.3692198, 0.01693855, 31.75598, -66.2945, 1.780156, 35.35884, 3.524333, -0.2839372, -73.44434, 2.529975, 225.164, 108.1356, 10.38676, 42.21687, 0, 0, 0, 1, 0.0136, 0.0136, 0.004, 0.9006559, 0.4325422, 0.04154706, 0.016, 0.016, 0.016, -0.3610356, 0.3639174, 0.01862291, 0.4318814, -0.9016054, 0.02421013, 0.4778803, 0.04793093, -0.003861547, -0.9988432, 0.05240766, 0.9006559, 0.4325422, 0.04154706, 0.1808675, 0, 0, 0, 1,
1, , True, 1595271654295, R2D2, btn_2_1_c, -0.3612155, 0.3700897, 0.02470839, -0.3610257, 0.3553778, 0.0186922, -0.3614338, 0.363149, 0.02468536, -0.3655641, 0.368438, 0.02499938, 26.39573, -68.27993, 6.905861, 33.66562, -1.815752, -8.091294, -73.0603, 3.585592, 233.2545, 88.59312, -15.60855, 53.01883, 0, 0, 0, 1, 0.0136, 0.0136, 0.004000001, 0.9330178, 0.3543725, -0.06243426, 0.016, 0.016, 0.016, -0.359898, 0.3624772, 0.02678544, 0.3589819, -0.9286071, 0.09391972, 0.4548525, -0.02469423, -0.1100416, -0.9936203, 0.05576404, 0.9330178, 0.3543725, -0.0624342, 0.2238753, 0, 0, 0, 1,
1, , True, 1595271656894, R2D3, btn_3_2_c, -0.3505303, 0.3682165, 0.007798199, -0.3534175, 0.3573577, 0.001720138, -0.3561727, 0.3642821, 0.004467435, -0.3580509, 0.3642018, 0.003392675, 27.51655, -66.76156, 13.86747, 33.55873, 36.45164, 1.764665, -63.83367, 12.36183, 195.9265, 104.5937, 114.7735, 31.66929, 0, 0, 0, 1, 0.0136, 0.0136, 0.004000001, 0.783706, 0.418375, 0.4590941, 0.01600001, 0.01600001, 0.016, -0.3532358, 0.3608805, 0.009490181, 0.3742251, -0.9079573, 0.1885976, 0.4533989, 0.4957424, 0.02399945, -0.868138, 0.188121, 0.783706, 0.418375, 0.459094, 0.1384772, 0, 0, 0, 1,
1, , True, 1595271659486, R2D3, btn_3_1_c, -0.3568228, 0.3658681, 0.01320869, -0.3606068, 0.3545166, 0.005647181, -0.3634374, 0.3620435, 0.0112871, -0.3653865, 0.3613022, 0.01151217, 31.82254, -64.82675, 13.83444, 34.37946, 17.57471, -6.545483, -71.09754, 9.059541, 217.3084, 115.8608, 43.05023, 37.04543, 0, 0, 0, 1, 0.0136, 0.0136, 0.004, 0.8692336, 0.4634433, 0.1722009, 0.016, 0.016, 0.016, -0.3575242, 0.3581427, 0.01516493, 0.4327866, -0.8816439, 0.1881483, 0.4645606, 0.239016, -0.08901858, -0.9669266, 0.1329098, 0.8692336, 0.4634433, 0.1722009, 0.1599817, 0, 0, 0, 1,
1, , True, 1595271662412, R3D1, btn_1_2_c, -0.360477, 0.342848, 0.02103713, -0.3523278, 0.3308273, 0.01740553, -0.3564099, 0.3364601, 0.02072039, -0.3569726, 0.3440831, 0.02101103, 24.39947, -69.29668, -3.034617, 31.57466, -1.495338, 2.690632, -73.46495, -0.1382861, 235.7798, 83.09534, -1.755834, 55.61236, 0, 0, 0, 1, 0.0136, 0.0136, 0.004000001, 0.943119, 0.3323814, -0.007023364, 0.01600001, 0.01600001, 0.016, -0.3590589, 0.3362249, 0.0252943, 0.3318328, -0.942435, -0.04127079, 0.4294155, -0.0203366, 0.0365926, -0.9991235, 0.05111931, 0.943119, 0.3323814, -0.007023335, 0.2372494, 0, 0, 0, 1,
1, , True, 1595271670224, R3D1, btn_1_1_c, -0.3671437, 0.3117281, 0.032299, -0.358041, 0.3007169, 0.03470297, -0.3619346, 0.306466, 0.03271229, -0.3688028, 0.3098629, 0.03269577, 55.22955, -48.43026, 3.283368, 34.2243, -5.179336, -10.82464, -72.54361, 3.918216, 164.0987, 184.4766, -39.24281, 4.640922, 0, 0, 0, 1, 0.0136, 0.0136, 0.004000001, 0.6563948, 0.7379065, -0.1569713, 0.016, 0.016, 0.016, -0.3629743, 0.3076402, 0.03776759, 0.751122, -0.6586515, 0.0446538, 0.4654505, -0.07043898, -0.1472151, -0.9865932, 0.09658775, 0.6563948, 0.7379065, -0.1569712, 0.03336369, 0, 0, 0, 1,
1, , True, 1595271673865, R3D2, btn_2_2_c, -0.3643616, 0.3106175, 0.01976638, -0.3532158, 0.3017094, 0.01134392, -0.3599189, 0.3067057, 0.01614368, -0.363924, 0.3111284, 0.01975135, 54.18198, -45.84326, 19.21674, 32.75128, 13.56781, -13.70738, -70.95489, 9.732916, 162.5898, 189.8247, -5.5812, 0.2209454, 0, 0, 0, 1, 0.0136, 0.0136, 0.004000001, 0.6503591, 0.7592989, -0.02232483, 0.016, 0.016, 0.016, -0.3628531, 0.3053918, 0.02563293, 0.7368749, -0.6234684, 0.2613477, 0.4454174, 0.1845222, -0.1864204, -0.9649866, 0.1576677, 0.6503591, 0.7592989, -0.0223248, 0.01608378, 0, 0, 0, 1,
1, , True, 1595271676290, R3D2, btn_2_1_c, -0.3644622, 0.3102621, 0.02128895, -0.356392, 0.2967993, 0.01589766, -0.3599766, 0.3049123, 0.02003462, -0.3657718, 0.3090686, 0.02169575, 50.95985, -49.18716, 19.75578, 32.44632, 1.962741, -25.63508, -68.88806, 9.403137, 180.0978, 164.1197, -55.942, 16.36441, 0, 0, 0, 1, 0.0136, 0.01360001, 0.004000001, 0.7203913, 0.6564788, -0.223768, 0.01600001, 0.016, 0.016, -0.3621282, 0.3051837, 0.02701286, 0.693054, -0.6689454, 0.2686786, 0.44127, 0.02669328, -0.3486371, -0.9368778, 0.1421827, 0.7203913, 0.6564788, -0.223768, 0.08065765, 0, 0, 0, 1,
